Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Skylar Mays,SG,23,ATL,10,0,6.8,1.2,2.7,0.444,0.5,1.2,0.417,0.7,1.5,0.467,0.537,0.9,1,0.9,0.3,0.5,0.8,0.7,0.2,0,0.1,0.3,3.8
CJ McCollum,SG,29,POR,13,13,33.8,9.5,20,0.473,4.8,11,0.441,4.6,9,0.513,0.594,2.9,3.5,0.844,0.5,3.4,3.9,5,1.3,0.3,1,2.2,26.7
T.J. McConnell,PG,28,IND,26,1,24,2.7,5.3,0.504,0.2,0.6,0.375,2.5,4.7,0.52,0.525,0.2,0.5,0.333,0.7,2.7,3.3,6.6,1.7,0.4,1.7,1.6,5.8
Jaden McDaniels,PF,20,MIN,23,1,18.7,2,5.1,0.398,1,2.7,0.381,1,2.4,0.418,0.5,0.3,0.7,0.4,0.7,2.7,3.3,1,0.3,1.1,0.8,2.5,5.4
Jalen McDaniels,SF,23,CHO,10,0,10.8,1.6,3.3,0.485,0.2,0.9,0.222,1.4,2.4,0.583,0.515,0.7,1.1,0.636,0.4,1.7,2.1,0.6,0.2,0,0.9,1.5,4.1
Doug McDermott,PF,29,IND,28,8,26.2,5.1,10.1,0.511,1.5,4.3,0.355,3.6,5.8,0.627,0.587,1.3,1.6,0.795,1,3.1,4.1,1.4,0.3,0.1,1.1,1.8,13.1
Sean McDermott,SF,24,MEM,6,0,15.3,1.2,2.5,0.467,0.7,1.8,0.364,0.5,0.7,0.75,0.6,0.7,0.7,1,0.5,0.8,1.3,0.5,0.2,0.2,0.5,0.7,3.7
JaVale McGee,C,33,CLE,20,1,15.7,3.1,6.8,0.459,0.3,0.8,0.313,2.9,6,0.479,0.478,1.3,2.2,0.591,1.7,3.9,5.6,1,0.5,1.2,1.3,2.5,7.8
Rodney McGruder,SG,29,DET,8,0,8,1.1,2.4,0.474,0.4,0.9,0.429,0.8,1.5,0.5,0.553,0.4,0.4,1,0.4,0.8,1.1,0.8,0,0.1,0.5,0.5,3
Alfonzo McKinnie,SF,28,LAL,14,0,3.1,0.7,1.1,0.625,0.2,0.4,0.6,0.5,0.8,0.636,0.719,0.1,0.3,0.5,0.4,0.4,0.9,0.1,0.1,0,0.1,0.3,1.8
Jordan McLaughlin,PG,24,MIN,17,0,18.2,2.2,5.5,0.394,0.5,1.4,0.375,1.6,4.1,0.4,0.441,0.4,0.5,0.778,0.5,1.7,2.2,4.6,1,0.2,1.2,0.8,5.3
Ben McLemore,SG,27,HOU,20,2,15.2,2.2,5.8,0.374,1.4,4.2,0.337,0.8,1.6,0.469,0.496,0.7,0.9,0.722,0.4,1.8,2.2,1,0.6,0.1,1.1,1.3,6.4
Nicolo Melli,PF,30,NOP,13,0,10.5,0.6,2.2,0.286,0.5,1.7,0.273,0.2,0.5,0.333,0.393,0.3,0.4,0.8,0.2,1.9,2.1,0.9,0.5,0.1,0.5,1.2,2
De'Anthony Melton,PG,22,MEM,12,0,21.5,4,8.3,0.48,1.6,3.6,0.442,2.4,4.8,0.509,0.575,0.4,0.7,0.625,0.3,2.7,3,3.2,0.9,1,1.4,2.1,10
Sam Merrill,SG,24,MIL,9,0,6.1,0.4,1.1,0.4,0.4,0.9,0.5,0,0.2,0,0.6,0.2,0.2,1,0.3,0.8,1.1,1.1,0.1,0,0.3,0.3,1.6
Chimezie Metu,C,23,SAC,11,0,6.5,1.4,2.7,0.5,0.1,0.3,0.333,1.3,2.5,0.519,0.517,0.5,0.8,0.667,1,1.1,2.1,0.5,0.3,0.5,0.5,0.9,3.4
Khris Middleton,SF,29,MIL,28,28,33,7.5,14.6,0.51,2.4,5.5,0.442,5,9.1,0.551,0.593,3,3.3,0.902,0.7,5.1,5.8,5.8,1,0.1,2.5,2.8,20.3
Darius Miller,SF,30,OKC,12,0,9.3,0.9,2,0.458,0.8,1.8,0.429,0.2,0.3,0.667,0.646,0.3,0.3,1,0.1,1.2,1.3,0.8,0.4,0.3,0.4,0.8,2.8
Patty Mills,PG,32,SAS,27,0,25.4,4.7,10.5,0.449,2.6,6.5,0.4,2.1,4,0.528,0.572,1.2,1.3,0.943,0.3,1.6,1.9,2.7,0.7,0,1,1.4,13.2
Paul Millsap,PF,35,DEN,26,26,23.9,3.8,7.3,0.524,1.2,3,0.41,2.6,4.3,0.604,0.608,1.6,2.3,0.695,1.6,3.6,5.2,1.7,0.8,0.5,1,2.1,10.4
Shake Milton,SG,24,PHI,22,1,24.4,4.9,10.9,0.452,1,3.3,0.306,3.9,7.6,0.515,0.498,3.2,3.6,0.875,0.5,1.4,1.9,3,0.7,0.2,1.5,2.2,14
Donovan Mitchell,SG,24,UTA,27,27,33.6,8.3,19.4,0.427,3.4,8.6,0.391,4.9,10.8,0.457,0.514,4.2,5.1,0.832,1,3.4,4.4,5.1,0.9,0.4,3,2.2,24.2
Adam Mokoka,SG,22,CHI,7,0,6,0.7,2,0.357,0.1,1.1,0.125,0.6,0.9,0.667,0.393,0,0,0,0.1,0.4,0.6,0.6,0.3,0.1,0.3,0.7,1.6
Malik Monk,SG,22,CHO,15,0,21.1,3.6,8,0.45,2.2,4.4,0.5,1.4,3.6,0.389,0.588,1.1,1.3,0.85,0.3,2,2.3,1.8,0.3,0.1,1.1,1.3,10.5
E'Twaun Moore,SG,31,PHO,14,1,16.2,2.3,5.2,0.438,0.4,1.4,0.263,1.9,3.9,0.5,0.473,0.4,0.6,0.75,0.4,1.1,1.4,1.6,0.8,0.1,0.9,1.6,5.4
Ja Morant,PG,21,MEM,16,16,30.3,6.8,14.9,0.458,0.8,3.3,0.25,6,11.6,0.516,0.485,4.3,5.4,0.802,0.8,2.3,3.1,8.3,0.9,0.3,3.2,1.4,18.8
Juwan Morgan,PF,23,UTA,12,0,5.3,0.5,1.1,0.462,0.3,0.8,0.333,0.3,0.3,0.75,0.577,0,0.3,0,0.3,0.8,1.1,0.3,0.3,0,0.2,0.9,1.3
Marcus Morris,PF,31,LAC,21,2,25,4.5,10,0.45,2.5,5,0.5,2,5,0.4,0.576,1.7,1.9,0.897,0.8,3,3.8,0.9,0.6,0.3,1,1.8,13.2
Markieff Morris,PF,31,LAL,23,2,15.3,1.6,4,0.387,0.9,2.7,0.323,0.7,1.3,0.516,0.495,0.6,0.8,0.722,0.6,2.9,3.5,0.9,0.2,0.3,0.5,1.5,4.6
Monte Morris,PG,25,DEN,27,3,26,4.1,8.5,0.489,1.3,3.2,0.391,2.9,5.3,0.549,0.563,1.2,1.7,0.702,0.3,1.9,2.1,3.3,0.7,0.3,0.6,0.8,10.8
Mychal Mulder,PG,26,GSW,28,1,10.8,1.4,3,0.476,1.1,2.6,0.444,0.3,0.4,0.667,0.667,0.3,0.4,0.636,0,0.9,0.9,0.4,0.2,0.2,0.2,1,4.3
Dejounte Murray,PG,24,SAS,27,27,30.4,6.2,13.9,0.447,1,3.3,0.315,5.1,10.6,0.488,0.484,1.7,2.1,0.81,0.6,6.6,7.2,5,1.6,0.1,1.7,2.1,15.1
Jamal Murray,PG,23,DEN,26,26,34.9,7.2,15.9,0.452,2.3,6.3,0.358,4.9,9.6,0.514,0.523,2.8,3.4,0.809,0.7,3.6,4.3,4.5,1.1,0.3,2.3,2.1,19.4
Mike Muscala,C,29,OKC,26,0,19,3.4,7.6,0.444,2,5.3,0.38,1.4,2.3,0.59,0.576,1.1,1.2,0.906,0.5,3.2,3.7,0.9,0.3,0.3,0.7,1.5,9.9
Sviatoslav Mykhailiuk,SF,23,DET,27,0,15.4,2.1,5.6,0.38,1.4,4.3,0.322,0.7,1.3,0.571,0.503,0.8,0.9,0.875,0.3,1.6,1.9,1.2,0.6,0.2,0.7,0.9,6.4
Abdel Nader,SF,27,PHO,12,0,14.3,2.6,5.2,0.5,0.8,2.1,0.4,1.8,3.1,0.568,0.581,1.2,1.5,0.778,0,2.4,2.4,0.9,0.4,0.1,0.7,1.1,7.2
Larry Nance Jr.,PF,28,CLE,19,18,33.4,3.7,7.6,0.483,1.3,3.3,0.381,2.4,4.3,0.561,0.566,0.6,1.1,0.571,1.4,5.4,6.8,3.2,1.9,0.5,1.5,2.2,9.3
Aaron Nesmith,SF,21,BOS,13,0,14.7,1.2,3.6,0.34,0.9,2.9,0.316,0.3,0.7,0.444,0.468,0.4,0.5,0.714,0.5,1.8,2.3,0.5,0,0.3,0.7,1.8,3.8
Raul Neto,PG,28,WAS,21,6,18.9,3.1,6.7,0.468,1,2.7,0.368,2.1,4,0.536,0.543,0.8,1,0.8,0.5,1.8,2.2,1.7,1,0.1,0.6,1.3,8
Georges Niang,PF,27,UTA,29,0,13.1,1.8,4.7,0.39,1,3.2,0.323,0.8,1.5,0.535,0.5,0.2,0.2,1,0.3,1.9,2.2,0.8,0.4,0.1,0.7,1.5,4.9
Zeke Nnaji,PF,20,DEN,15,0,7.5,1.1,2.1,0.5,0.7,1.3,0.5,0.4,0.8,0.5,0.656,0.1,0.3,0.5,0.3,0.5,0.9,0,0.1,0.1,0,0.5,2.9
Nerlens Noel,C,26,NYK,25,3,19,1.8,3.1,0.564,0,0.1,0,1.8,3,0.579,0.564,0.5,0.9,0.545,1.7,3.6,5.3,0.5,0.9,1.9,0.9,2.2,4
Jaylen Nowell,SG,21,MIN,15,0,15.7,3.5,7.7,0.457,1.1,3.2,0.354,2.4,4.5,0.529,0.53,1.5,1.9,0.786,0.5,1.2,1.7,0.9,0.4,0.3,0.6,1.8,9.7
Frank Ntilikina,PG,22,NYK,4,0,10.5,1.5,3.5,0.429,1.3,2.3,0.556,0.3,1.3,0.2,0.607,0.3,0.8,0.333,0.3,0.8,1,0.8,0.8,0,0.5,1.8,4.5
Kendrick Nunn,PG,25,MIA,20,8,28.4,5.4,11.3,0.473,1.9,5.5,0.349,3.5,5.9,0.59,0.558,1.1,1.2,0.875,0.5,2.8,3.2,2.3,1.1,0.2,2.1,1.8,13.7
Jusuf Nurkic,C,26,POR,12,12,23.3,4.2,8.6,0.485,0.3,1,0.25,3.9,7.6,0.516,0.5,1.3,2.3,0.556,1.9,5.8,7.7,2.8,0.9,0.9,1.9,2.8,9.8
David Nwaba,SF,28,HOU,24,9,23.3,3.4,7,0.482,0.6,2.2,0.264,2.8,4.8,0.583,0.524,1.4,2.1,0.68,1.2,2.5,3.7,1.1,1.1,0.8,0.6,2.1,8.8
Jordan Nwora,SF,22,MIL,10,0,8.2,1.7,3.7,0.459,0.8,1.6,0.5,0.9,2.1,0.429,0.568,0.9,1,0.9,0.1,1.4,1.5,0,0.4,0.2,1,0.9,5.1
Royce O'Neale,SF,27,UTA,29,29,32.6,2.7,5.8,0.462,1.8,4.1,0.429,0.9,1.7,0.54,0.612,0.8,0.9,0.846,1.1,5.7,6.9,2.3,0.8,0.7,1.1,2.9,7.9
Semi Ojeleye,PF,26,BOS,27,6,19.6,2,4.7,0.414,1.3,3.3,0.378,0.7,1.4,0.5,0.547,0.7,0.9,0.72,0.6,2.5,3.1,0.9,0.3,0,0.4,1.2,5.9
Jahlil Okafor,C,25,DET,12,0,10,2.1,3.5,0.595,0,0.3,0,2.1,3.3,0.641,0.595,0.1,0.2,0.5,1.1,1.2,2.3,0.3,0.2,0.2,0.3,0.8,4.3
Chuma Okeke,PF,22,ORL,13,0,21.7,1.7,4.5,0.379,0.7,2.2,0.31,1,2.2,0.448,0.457,0.2,0.5,0.5,1.2,2.2,3.4,2.1,0.8,0.3,0.7,1,4.3
Josh Okogie,SG,22,MIN,23,18,20.3,1.7,4.8,0.345,0.4,2,0.217,1.2,2.8,0.438,0.391,1.3,1.7,0.763,1,1.6,2.6,1.2,0.8,0.6,0.7,1.9,5
Onyeka Okongwu,C,20,ATL,9,1,10.3,1.1,2.1,0.526,0,0,0,1.1,2.1,0.526,0.526,0.8,1.3,0.583,0.7,2.1,2.8,0.4,0.4,0.7,0.6,1.7,3
Isaac Okoro,SG,20,CLE,24,24,33,2.8,7.1,0.388,0.7,2.7,0.25,2.1,4.4,0.472,0.435,1.3,1.9,0.674,0.9,1.5,2.4,1.9,1.1,0.4,1.4,2.9,7.5
KZ Okpala,PF,21,MIA,14,5,12,0.9,2.2,0.387,0.5,1.4,0.368,0.4,0.9,0.417,0.5,0.1,0.4,0.333,0.3,1.1,1.4,0.4,0.2,0.1,0.6,1.4,2.4
Victor Oladipo,SG,28,TOT,20,20,32,7,17.5,0.401,2.4,7.3,0.329,4.6,10.2,0.453,0.47,2.7,3.7,0.74,0.2,5,5.2,4.6,1.4,0.4,2.2,2.4,19.1
Victor Oladipo,SG,28,IND,9,9,33.3,7.1,16.9,0.421,2.8,7.7,0.362,4.3,9.2,0.47,0.503,3,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2,2.6,20
Victor Oladipo,SG,28,HOU,11,11,30.9,6.9,17.9,0.386,2.1,7,0.299,4.8,10.9,0.442,0.444,2.5,3.3,0.75,0.3,4.5,4.8,4.9,1.1,0.5,2.4,2.3,18.4
Kelly Olynyk,C,29,MIA,27,22,26,3.6,8.5,0.424,2.1,6.1,0.343,1.5,2.3,0.635,0.548,0.6,0.8,0.714,1,4.8,5.8,2,0.8,0.7,1.3,2.6,9.9
Miye Oni,SG,23,UTA,23,0,8,0.4,1.3,0.323,0.4,1.1,0.346,0,0.2,0.2,0.468,0.2,0.3,0.833,0.5,1.3,1.8,0.3,0.1,0.2,0.3,1.1,1.5
Cedi Osman,SF,25,CLE,29,13,26.4,4.1,10.9,0.381,2.1,6.1,0.341,2.1,4.8,0.432,0.476,1.1,1.4,0.786,0.7,2.7,3.3,2.6,0.9,0.1,1,2.1,11.5
Daniel Oturu,C,21,LAC,10,0,4.2,0.9,1.5,0.6,0,0.1,0,0.9,1.4,0.643,0.6,0.2,0.2,1,0.5,0.9,1.4,0.4,0,0.3,0.2,0.6,2
Kelly Oubre Jr.,SF,25,GSW,29,29,29.4,5.2,12.7,0.41,1.7,5.3,0.31,3.6,7.3,0.484,0.476,2.2,2.9,0.759,1.4,4.5,5.9,1.4,1.1,0.8,1.4,2.4,14.2
Eric Paschall,PF,24,GSW,26,2,17.7,3.9,7.7,0.507,0.5,1.4,0.333,3.5,6.3,0.545,0.537,1.7,2.4,0.714,0.9,2.5,3.4,1.3,0.2,0.1,0.8,1.7,10
Anzejs Pasecniks,C,25,WAS,1,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,2,0
Patrick Patterson,PF,31,LAC,10,1,13,1.6,3.8,0.421,1,2.8,0.357,0.6,1,0.6,0.553,0.3,0.4,0.75,0.4,1.6,2,0.5,0.3,0.1,0.7,1.3,4.5
Chris Paul,PG,35,PHO,26,26,32.4,6.5,13.4,0.489,1.5,4,0.369,5.1,9.4,0.539,0.543,2.7,2.7,0.972,0.6,4.1,4.7,8.2,1.2,0.3,2.3,2.7,17.2
Cameron Payne,PG,26,PHO,16,0,17.2,2.6,5.6,0.461,0.9,2.4,0.395,1.6,3.2,0.51,0.545,0.6,0.6,1,0.1,1.8,1.9,3.6,0.6,0.2,1.2,2.1,6.6
Elfrid Payton,PG,26,NYK,30,30,27.7,5.2,11.8,0.441,0.5,1.9,0.25,4.7,9.9,0.477,0.46,1.4,1.9,0.719,1.3,2.6,3.8,3.6,0.6,0.2,1.9,2,12.2
Norvel Pelle,F-C,27,BRK,3,0,9.3,1,2.3,0.429,0,0,0,1,2.3,0.429,0.429,0,0,0,1,1.3,2.3,0,0,1,1,3,2
Reggie Perry,PF,20,BRK,14,0,10.5,1.5,3.6,0.412,0.1,0.9,0.167,1.4,2.8,0.487,0.431,0.4,0.6,0.667,1.2,2.4,3.6,0.9,0.1,0.4,0.8,1.9,3.6
Theo Pinson,SG,25,NYK,9,0,2.3,0.1,0.8,0.143,0,0.7,0,0.1,0.1,1,0.143,0,0,0,0,0.1,0.1,0,0,0,0,0.3,0.2
Mason Plumlee,C,30,DET,26,26,27.9,4.2,7,0.596,0,0.2,0,4.2,6.8,0.612,0.596,1.8,2.6,0.691,3,5.8,8.8,3.4,0.9,0.7,2,3.5,10.2
Jakob Poeltl,C,25,SAS,27,9,22.2,3,4.9,0.611,0,0,0,3,4.9,0.611,0.611,0.4,1.4,0.316,3,4,7,1.7,0.6,1.5,1.1,2.1,6.4
Vincent Poirier,C,27,PHI,4,0,4.5,0.3,0.8,0.333,0,0,0,0.3,0.8,0.333,0.333,0.5,1,0.5,0.5,0.5,1,0.3,0,0.5,0.3,0.3,1
Aleksej Pokusevski,PF,19,OKC,17,0,17.4,1.4,5.5,0.247,0.6,3.3,0.179,0.8,2.2,0.351,0.301,0,0,0,0.3,3.2,3.5,1.2,0.5,1.1,1.3,0.9,3.3
Jordan Poole,SG,21,GSW,15,0,9.5,1.7,4.1,0.426,0.9,2.6,0.333,0.9,1.5,0.591,0.533,1.2,1.3,0.947,0.1,1.1,1.2,0.9,0.2,0.1,0.5,0.9,5.5
Michael Porter Jr.,SF,22,DEN,18,11,27,5.1,10.8,0.474,2.1,5.7,0.373,3,5.1,0.587,0.572,1.3,1.7,0.8,1.2,4.9,6.1,1.1,1.1,1.2,1.1,2.3,13.7
Otto Porter,SF,27,CHI,16,6,23.3,4,9,0.444,1.8,4.4,0.4,2.3,4.6,0.486,0.542,1.9,2.3,0.833,1.3,5,6.3,2,0.6,0.2,0.9,1.6,11.6
Bobby Portis,C,25,MIL,28,1,21.8,5,9,0.556,1.1,2.2,0.484,3.9,6.8,0.579,0.615,0.7,1,0.679,2,5.3,7.3,1.1,0.9,0.4,0.8,2,11.8
Kristaps Porzingis,C,25,DAL,17,17,29.9,7.8,16.4,0.473,2.2,6.4,0.352,5.5,10.1,0.55,0.541,2.8,3.2,0.855,2.1,6.2,8.2,1.3,0.4,1.6,1.2,3.3,20.5
Dwight Powell,C,29,DAL,17,6,16.3,1.4,2.8,0.511,0.1,0.4,0.143,1.4,2.4,0.575,0.521,1.8,2.6,0.689,1.2,2.4,3.6,0.9,0.8,0.4,0.6,2.4,4.7
Norman Powell,SG,27,TOR,26,15,28.3,5.5,11.8,0.464,2.3,5.3,0.424,3.2,6.5,0.497,0.56,3,3.4,0.876,0.4,2.5,2.9,1.5,1.1,0.2,1.4,2,16.3
Taurean Prince,PF,26,TOT,27,10,21.9,2.8,7.2,0.392,1.4,3.5,0.4,1.4,3.7,0.384,0.49,1.7,2,0.849,0.4,3.2,3.6,1.7,0.7,0.7,1.1,1.9,8.7
Taurean Prince,PF,26,BRK,12,4,18.2,2.5,6.2,0.405,1.1,3.1,0.351,1.4,3.1,0.459,0.493,2,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1
Taurean Prince,PF,26,CLE,15,6,24.9,3.1,8,0.383,1.7,3.9,0.431,1.4,4.1,0.339,0.488,1.4,1.7,0.808,0.7,3.6,4.3,2.6,0.7,0.7,1.3,1.9,9.2
Payton Pritchard,SG,23,BOS,22,1,21.5,3,6.3,0.475,1.5,3.5,0.41,1.5,2.8,0.557,0.59,0.5,0.6,0.923,0.5,2,2.5,2.4,0.6,0.2,1.3,2,8
Immanuel Quickley,PG,21,NYK,26,0,19.4,3.9,9.8,0.395,1.7,4.6,0.367,2.2,5.2,0.419,0.48,2.9,3.1,0.95,0.4,2,2.3,2.7,0.4,0.3,0.9,2.1,12.4
Jahmi'us Ramsey,SG,19,SAC,4,0,4,0.5,1,0.5,0.3,0.8,0.333,0.3,0.3,1,0.625,0,0,0,0,1,1,0.3,0,0.3,0.3,0,1.3
Chasson Randle,G,27,ORL,1,0,19,1,4,0.25,0,2,0,1,2,0.5,0.25,0,0,0,0,2,2,5,0,0,1,4,2
Julius Randle,PF,26,NYK,30,30,36.7,8.1,16.9,0.48,1.8,4.5,0.407,6.3,12.4,0.507,0.535,5.1,6.4,0.802,1.4,9.5,10.9,5.5,0.7,0.2,3.3,3.1,23.2
Cam Reddish,SF,21,ATL,24,19,28.8,3.8,10.1,0.376,1.3,4.9,0.265,2.5,5.2,0.48,0.44,2.6,3.2,0.805,0.8,3.2,4,1.4,1.1,0.3,1.3,2.7,11.5
J.J. Redick,SG,36,NOP,25,0,18.2,2.5,6.7,0.377,1.7,4.7,0.368,0.8,2,0.4,0.506,1.4,1.4,0.972,0.1,1.4,1.5,1.1,0.3,0.1,0.8,1.2,8.2
Paul Reed,PF,21,PHI,5,0,11,1.8,4.4,0.409,0,0.6,0,1.8,3.8,0.474,0.409,0,0,0,1.4,0.6,2,0.6,0.2,0.8,1,0.8,3.6
Naz Reid,C,21,MIN,27,13,21.5,4.9,9.3,0.524,1.1,2.7,0.397,3.8,6.6,0.576,0.582,1.7,2.3,0.73,1.3,3.6,4.9,1.3,0.7,1.2,1.1,3.1,12.5
Nick Richards,PF,23,CHO,8,0,2.9,0.4,0.8,0.5,0,0,0,0.4,0.8,0.5,0.5,0.6,0.8,0.833,0.3,0.5,0.8,0,0,0,0.1,0.5,1.4
Josh Richardson,SG,27,DAL,19,19,31.6,4.4,10.3,0.423,1.5,5.2,0.296,2.8,5.2,0.551,0.497,2.2,2.4,0.933,1,1.9,2.9,2.7,0.8,0.2,1.4,2.9,12.5
Austin Rivers,SG,28,NYK,21,2,21,2.8,6.4,0.43,1.3,3.7,0.364,1.4,2.8,0.517,0.533,0.5,0.7,0.714,0.2,2,2.2,2,0.6,0,1,1.5,7.3
